date,nav_theo_usd_bt,nav_theo_usd_live,nav_ucits_eur_bt,nav_ucits_eur_live,bench_6040_usd,bench_allw_usd,bench_rpar_usd,bench_6040_eur,bench_allw_eur,bench_rpar_eur
2006-03-30,99.7821,,99.708285,,100.907557,,,100.832909,,
2006-03-31,99.2468,,99.566209,,101.053299,,,101.378522,,
2006-04-03,99.5178,,99.673577,,100.967063,,,101.125109,,
2006-04-04,99.9364,,99.121065,,101.40753,,,100.580193,,
2006-04-05,100.5818,,99.517624,,101.640467,,,100.56509,,
2006-04-06,100.6651,,100.072425,,101.541737,,,100.9439,,
2006-04-07,99.4017,,99.861699,,100.79457,,,101.261014,,
2006-04-10,100.3272,,100.716576,,100.843775,,,101.235156,,
2006-04-11,99.7594,,99.874414,,100.414124,,,100.529894,,
2006-04-12,99.6848,,100.12956,,100.491907,,,100.940268,,
2006-04-13,99.586,,99.989012,,100.325301,,,100.731305,,
2006-04-17,100.6965,,99.932035,,100.374657,,,99.612635,,
2006-04-18,102.0822,,100.478784,,101.301171,,,99.710023,,
2006-04-19,103.0941,,101.228912,,101.454919,,,99.619387,,
2006-04-20,101.8165,,100.502056,,101.473298,,,100.163284,,
2006-04-21,103.3279,,101.737867,,101.478938,,,99.917357,,
2006-04-24,102.4077,,100.506224,,101.521114,,,99.6361,,
2006-04-25,102.1264,,99.883417,,101.130847,,,98.909729,,
2006-04-26,102.0541,,99.636358,,101.074121,,,98.679596,,
2006-04-27,101.6921,,98.64128,,101.457972,,,98.414176,,
2006-04-28,102.8851,,99.149785,,101.760797,,,98.0663,,
2006-05-01,102.8718,,99.349605,,101.105681,,,97.643956,,
2006-05-02,104.2201,,100.452242,,101.603632,,,97.930368,,
2006-05-03,103.6291,,99.732375,,101.351261,,,97.540188,,
2006-05-04,103.967,,99.592409,,101.543451,,,97.270835,,
2006-05-05,104.8422,,100.138835,,102.152325,,,97.569632,,
2006-05-08,104.5614,,100.012069,,102.11003,,,97.667355,,
2006-05-09,105.52,,100.541354,,102.207292,,,97.384947,,
2006-05-10,106.0198,,100.820027,,102.134351,,,97.125141,,
2006-05-11,105.4286,,99.843893,,101.365067,,,95.995611,,
2006-05-12,104.0037,,97.801176,,100.483929,,,94.491315,,
2006-05-15,102.3945,,97.296424,,100.636851,,,95.626285,,
2006-05-16,103.0399,,97.422354,,100.743499,,,95.251148,,
2006-05-17,101.5302,,96.868867,,99.474414,,,94.907464,,
2006-05-18,101.1709,,95.759512,,99.343006,,,94.029388,,
2006-05-19,100.9398,,96.071842,,99.760147,,,94.949079,,
2006-05-22,100.5325,,94.992551,,99.310118,,,93.837529,,
2006-05-23,100.6689,,95.50744,,98.744105,,,93.681333,,
